2026-04-06|COMPRA|2026-04-06 11:24:09
2026-04-07|COMPRA|2026-04-07 09:22:30
2026-04-08|COMPRA|2026-04-08 08:50:54
2026-04-09|VENTA|2026-04-09 08:22:56
2026-04-09|COMPRA|2026-04-09 08:29:24
2026-04-10|COMPRA|2026-04-10 15:01:34
2026-04-13|COMPRA|2026-04-13 16:06:32
2026-04-13|VENTA|2026-04-13 17:20:10
2026-04-14|COMPRA|2026-04-14 08:54:52
2026-04-15|COMPRA|2026-04-15 10:56:21
2026-04-20|COMPRA|2026-04-20 08:50:54
2026-04-21|COMPRA|2026-04-21 10:13:43
